ID	adj.P.Val	P.Value	F	SPOT_ID
363_at	1.24e-02	5.26e-03	5.37948	aquaporin 6, kidney specific
101927770_at	1.24e-02	5.26e-03	5.37941	uncharacterized LOC101927770
23075_at	1.24e-02	5.26e-03	5.37899	SWAP switching B-cell complex 70kDa subunit
157753_at	1.24e-02	5.26e-03	5.37883	transmembrane protein 74
9917_at	1.24e-02	5.27e-03	5.37705	family with sequence similarity 20, member B
91687_at	1.24e-02	5.28e-03	5.37623	centromere protein L
84900_at	1.24e-02	5.28e-03	5.37556	ring finger protein, transmembrane 2
101927588_at	1.24e-02	5.28e-03	5.37546	uncharacterized LOC101927588
4055_at	1.25e-02	5.29e-03	5.37366	lymphotoxin beta receptor (TNFR superfamily, member 3)
84688_at	1.25e-02	5.30e-03	5.3719	chromosome 9 open reading frame 24
89765_at	1.25e-02	5.32e-03	5.36863	radial spoke head 1 homolog (Chlamydomonas)
118426_at	1.25e-02	5.32e-03	5.36859	BLOC-1 related complex subunit 5
440503_at	1.25e-02	5.33e-03	5.36599	perilipin 5
113402_at	1.25e-02	5.33e-03	5.36577	SFT2 domain containing 1
6504_at	1.26e-02	5.34e-03	5.36353	signaling lymphocytic activation molecule family member 1
6360_at	1.26e-02	5.34e-03	5.36304	chemokine (C-C motif) ligand 16
9726_at	1.26e-02	5.34e-03	5.36296	zinc finger protein 646
25909_at	1.26e-02	5.34e-03	5.36291	AT hook containing transcription factor 1
2067_at	1.26e-02	5.35e-03	5.36179	excision repair cross-complementation group 1
85001_at	1.26e-02	5.36e-03	5.36071	uncharacterized protein MGC16275
100287569_at	1.26e-02	5.36e-03	5.36017	long intergenic non-protein coding RNA 173
51621_at	1.26e-02	5.36e-03	5.36	Kruppel-like factor 13
4361_at	1.26e-02	5.38e-03	5.35671	MRE11 homolog A, double strand break repair nuclease
5828_at	1.26e-02	5.38e-03	5.3567	peroxisomal biogenesis factor 2
640_at	1.26e-02	5.38e-03	5.35565	BLK proto-oncogene, Src family tyrosine kinase
93654_at	1.26e-02	5.38e-03	5.35513	ST7 antisense RNA 2
4796_at	1.27e-02	5.39e-03	5.35468	tonsoku-like, DNA repair protein
90507_at	1.27e-02	5.39e-03	5.35402	secernin 2
9636_at	1.27e-02	5.39e-03	5.35381	ISG15 ubiquitin-like modifier
11174_at	1.27e-02	5.39e-03	5.35322	ADAM metallopeptidase with thrombospondin type 1 motif, 6
65977_at	1.27e-02	5.40e-03	5.35264	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
158584_at	1.27e-02	5.40e-03	5.35219	fatty acid amide hydrolase 2
167359_at	1.27e-02	5.41e-03	5.35042	NIM1 serine/threonine protein kinase
5774_at	1.27e-02	5.42e-03	5.34895	protein tyrosine phosphatase, non-receptor type 3
60677_at	1.27e-02	5.42e-03	5.34748	CUGBP, Elav-like family member 6
79025_at	1.27e-02	5.43e-03	5.3471	chromosome 20 open reading frame 195
10599_at	1.27e-02	5.43e-03	5.34665	solute carrier organic anion transporter family, member 1B1
834_at	1.27e-02	5.43e-03	5.34665	caspase 1, apoptosis-related cysteine peptidase
374899_at	1.27e-02	5.43e-03	5.34568	zinc finger protein 829
2817_at	1.27e-02	5.43e-03	5.34537	glypican 1
55052_at	1.27e-02	5.44e-03	5.345	mitochondrial ribosomal protein L20
101928973_at	1.28e-02	5.45e-03	5.34289	uncharacterized LOC101928973
166752_at	1.28e-02	5.45e-03	5.34277	FRAS1 related extracellular matrix 3
23585_at	1.28e-02	5.45e-03	5.34262	transmembrane protein 50A
1871_at	1.28e-02	5.45e-03	5.34238	E2F transcription factor 3
55893_at	1.28e-02	5.45e-03	5.34233	zinc finger protein 395
55111_at	1.28e-02	5.46e-03	5.34061	pleckstrin homology domain containing, family J member 1
7507_at	1.28e-02	5.46e-03	5.3397	xeroderma pigmentosum, complementation group A
3163_at	1.28e-02	5.46e-03	5.3397	heme oxygenase 2
100507602_at	1.28e-02	5.46e-03	5.33964	TRIM52 antisense RNA 1 (head to head)
161424_at	1.28e-02	5.48e-03	5.33691	NOP9 nucleolar protein
51564_at	1.28e-02	5.48e-03	5.33665	histone deacetylase 7
29903_at	1.28e-02	5.48e-03	5.33638	coiled-coil domain containing 106
55338_at	1.29e-02	5.49e-03	5.33453	uncharacterized LOC55338
3762_at	1.29e-02	5.50e-03	5.33183	potassium channel, inwardly rectifying subfamily J, member 5
51226_at	1.29e-02	5.51e-03	5.33103	coatomer protein complex, subunit zeta 2
8541_at	1.29e-02	5.52e-03	5.32949	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
145645_at	1.29e-02	5.52e-03	5.32927	chromosome 15 open reading frame 43
400238_at	1.29e-02	5.52e-03	5.32911	long intergenic non-protein coding RNA 642
26248_at	1.29e-02	5.53e-03	5.32788	olfactory receptor, family 2, subfamily K, member 2
404744_at	1.29e-02	5.54e-03	5.32599	NPSR1 antisense RNA 1
54413_at	1.30e-02	5.54e-03	5.3258	neuroligin 3
5623_at	1.30e-02	5.54e-03	5.32554	persephin
144233_at	1.30e-02	5.54e-03	5.32514	BCDIN3 domain containing
100130460_at	1.30e-02	5.54e-03	5.32506	uncharacterized LOC100130460
51182_at	1.30e-02	5.55e-03	5.32368	heat shock 70kDa protein 14
554202_at	1.30e-02	5.55e-03	5.32282	MIR31 host gene
101928739_at	1.30e-02	5.56e-03	5.32148	uncharacterized LOC101928739
613_at	1.30e-02	5.58e-03	5.318	breakpoint cluster region
115265_at	1.30e-02	5.58e-03	5.31695	DNA-damage-inducible transcript 4-like
8479_at	1.30e-02	5.58e-03	5.31694	HIRA interacting protein 3
2960_at	1.31e-02	5.59e-03	5.31638	general transcription factor IIE, polypeptide 1, alpha 56kDa
50855_at	1.31e-02	5.59e-03	5.31492	par-6 family cell polarity regulator alpha
10002_at	1.31e-02	5.59e-03	5.3149	nuclear receptor subfamily 2, group E, member 3
339287_at	1.31e-02	5.60e-03	5.3134	male-specific lethal 1 homolog (Drosophila)
9993_at	1.31e-02	5.60e-03	5.31337	DiGeorge syndrome critical region gene 2
58529_at	1.31e-02	5.61e-03	5.31218	myozenin 1
23484_at	1.31e-02	5.62e-03	5.31099	leptin receptor overlapping transcript-like 1
6665_at	1.31e-02	5.62e-03	5.30987	SRY (sex determining region Y)-box 15
143888_at	1.31e-02	5.63e-03	5.30745	KDEL (Lys-Asp-Glu-Leu) containing 2
23275_at	1.32e-02	5.64e-03	5.30672	protein O-fucosyltransferase 2
3824_at	1.32e-02	5.64e-03	5.30582	killer cell lectin-like receptor subfamily D, member 1
1854_at	1.32e-02	5.65e-03	5.30532	deoxyuridine triphosphatase
5618_at	1.32e-02	5.65e-03	5.30417	prolactin receptor
3805_at	1.32e-02	5.66e-03	5.30342	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4
116841_at	1.32e-02	5.66e-03	5.30277	synaptosomal-associated protein, 47kDa
286076_at	1.32e-02	5.66e-03	5.30197	breast cancer estrogen-induced apoptosis 2
10721_at	1.32e-02	5.67e-03	5.30168	polymerase (DNA directed), theta
51552_at	1.32e-02	5.67e-03	5.30092	RAB14, member RAS oncogene family
101929557_at	1.32e-02	5.67e-03	5.30057	long intergenic non-protein coding RNA 1395
647107_at	1.32e-02	5.67e-03	5.30018	long intergenic non-protein coding RNA 1192
10658_at	1.32e-02	5.68e-03	5.29966	CUGBP, Elav-like family member 1
57409_at	1.32e-02	5.68e-03	5.29908	MIF4G domain containing
6237_at	1.32e-02	5.68e-03	5.29852	related RAS viral (r-ras) oncogene homolog
956_at	1.33e-02	5.70e-03	5.29611	ectonucleoside triphosphate diphosphohydrolase 3
101928731_at	1.33e-02	5.71e-03	5.29411	uncharacterized LOC101928731
9486_at	1.33e-02	5.71e-03	5.29279	carbohydrate sulfotransferase 10
100129935_at	1.33e-02	5.71e-03	5.29255	lectin, galactoside-binding, soluble, 14 pseudogene
163589_at	1.33e-02	5.72e-03	5.29195	tudor domain containing 5
5424_at	1.33e-02	5.72e-03	5.29193	polymerase (DNA directed), delta 1, catalytic subunit
23191_at	1.33e-02	5.72e-03	5.29112	cytoplasmic FMR1 interacting protein 1
25874_at	1.33e-02	5.72e-03	5.291	mitochondrial pyruvate carrier 2
6431_at	1.33e-02	5.73e-03	5.29059	serine/arginine-rich splicing factor 6
64431_at	1.33e-02	5.73e-03	5.29021	ARP6 actin-related protein 6 homolog (yeast)
2059_at	1.33e-02	5.73e-03	5.28966	epidermal growth factor receptor pathway substrate 8
3227_at	1.34e-02	5.74e-03	5.28786	homeobox C11
58489_at	1.34e-02	5.76e-03	5.28507	abhydrolase domain containing 17C
55285_at	1.34e-02	5.76e-03	5.28485	RNA binding motif protein 41
60561_at	1.34e-02	5.76e-03	5.28465	RAD50 interactor 1
57699_at	1.34e-02	5.77e-03	5.28319	copine V
9356_at	1.34e-02	5.77e-03	5.28231	solute carrier family 22 (organic anion transporter), member 6
7942_at	1.34e-02	5.77e-03	5.28219	transcription factor EB
51087_at	1.34e-02	5.77e-03	5.28204	Y box binding protein 2
10664_at	1.34e-02	5.77e-03	5.28195	CCCTC-binding factor (zinc finger protein)
84824_at	1.34e-02	5.78e-03	5.28055	Fc receptor-like A
100132341_at	1.34e-02	5.78e-03	5.28053	clustered mitochondria (cluA/CLU1) homolog pseudogene 3
338645_at	1.34e-02	5.78e-03	5.28005	leucine zipper protein 2
91252_at	1.34e-02	5.79e-03	5.27962	solute carrier family 39 (zinc transporter), member 13
84792_at	1.34e-02	5.79e-03	5.27935	family with sequence similarity 220, member A
102060282_at	1.35e-02	5.79e-03	5.27848	RASSF1 antisense RNA 1
9886_at	1.35e-02	5.79e-03	5.27832	Rho-related BTB domain containing 1
6390_at	1.35e-02	5.80e-03	5.27775	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
101929340_at	1.35e-02	5.80e-03	5.27772	uncharacterized LOC101929340
55907_at	1.35e-02	5.80e-03	5.27744	cytidine monophosphate N-acetylneuraminic acid synthetase
10045_at	1.35e-02	5.80e-03	5.27731	SH2 domain containing 3A
51361_at	1.35e-02	5.80e-03	5.27654	hook microtubule-tethering protein 1
56992_at	1.35e-02	5.81e-03	5.27585	kinesin family member 15
28990_at	1.35e-02	5.81e-03	5.27486	asteroid homolog 1 (Drosophila)
55802_at	1.35e-02	5.81e-03	5.27458	decapping mRNA 1A
375616_at	1.35e-02	5.82e-03	5.27417	kielin/chordin-like protein
91768_at	1.35e-02	5.82e-03	5.27353	Cdk5 and Abl enzyme substrate 1
54905_at	1.35e-02	5.82e-03	5.27347	cytochrome P450, family 2, subfamily W, polypeptide 1
84303_at	1.35e-02	5.83e-03	5.27134	coiled-coil-helix-coiled-coil-helix domain containing 6
100302650_at	1.35e-02	5.83e-03	5.27082	BRE antisense RNA 1
57476_at	1.35e-02	5.84e-03	5.27038	GRAM domain containing 1B
374739_at	1.35e-02	5.84e-03	5.26979	testis, prostate and placenta expressed
27125_at	1.35e-02	5.84e-03	5.26914	AF4/FMR2 family, member 4
11108_at	1.36e-02	5.85e-03	5.26851	PR domain containing 4
23424_at	1.36e-02	5.85e-03	5.2678	tudor domain containing 7
113655_at	1.36e-02	5.88e-03	5.2631	major facilitator superfamily domain containing 3
284018_at	1.36e-02	5.88e-03	5.26292	chromosome 17 open reading frame 58
56146_at	1.36e-02	5.88e-03	5.26249	protocadherin alpha 2
5134_at	1.36e-02	5.88e-03	5.26233	programmed cell death 2
124056_at	1.36e-02	5.89e-03	5.2615	NADPH oxidase organizer 1
100505761_at	1.36e-02	5.89e-03	5.2607	RPARP antisense RNA 1
285512_at	1.36e-02	5.89e-03	5.26006	FAM13A antisense RNA 1
101927839_at	1.37e-02	5.90e-03	5.25916	uncharacterized LOC101927839
57578_at	1.37e-02	5.90e-03	5.259	unc-79 homolog (C. elegans)
148930_at	1.37e-02	5.91e-03	5.25666	kinocilin
9476_at	1.37e-02	5.92e-03	5.25556	napsin A aspartic peptidase
84316_at	1.37e-02	5.92e-03	5.25514	N(alpha)-acetyltransferase 38, NatC auxiliary subunit
79862_at	1.37e-02	5.92e-03	5.25469	zinc finger protein 669
3316_at	1.37e-02	5.93e-03	5.25378	heat shock 27kDa protein 2
3111_at	1.37e-02	5.94e-03	5.25256	major histocompatibility complex, class II, DO alpha
100506299_at	1.37e-02	5.94e-03	5.25177	ID2 antisense RNA 1 (head to head)
57799_at	1.37e-02	5.94e-03	5.25161	RAB40C, member RAS oncogene family
6838_at	1.37e-02	5.94e-03	5.25122	surfeit 6
80143_at	1.38e-02	5.95e-03	5.25066	suppressor of IKBKE 1
84904_at	1.38e-02	5.96e-03	5.24869	Rho guanine nucleotide exchange factor (GEF) 39
4599_at	1.38e-02	5.96e-03	5.24833	MX dynamin-like GTPase 1
26235_at	1.38e-02	5.97e-03	5.24729	F-box and leucine-rich repeat protein 4
439931_at	1.38e-02	5.97e-03	5.24609	THAP7 antisense RNA 1
256356_at	1.38e-02	5.97e-03	5.24591	glycerol kinase 5 (putative)
9685_at	1.38e-02	5.98e-03	5.24562	clathrin interactor 1
84570_at	1.38e-02	5.98e-03	5.24508	collagen, type XXV, alpha 1
266553_at	1.38e-02	5.98e-03	5.24426	orofacial cleft 1 candidate 1
79674_at	1.38e-02	5.98e-03	5.24426	ventricular zone expressed PH domain-containing 1
9063_at	1.38e-02	5.98e-03	5.24412	protein inhibitor of activated STAT, 2
64779_at	1.38e-02	5.99e-03	5.24316	methenyltetrahydrofolate synthetase domain containing
5594_at	1.38e-02	5.99e-03	5.24299	mitogen-activated protein kinase 1
3601_at	1.38e-02	6.00e-03	5.24164	interleukin 15 receptor, alpha
9751_at	1.39e-02	6.01e-03	5.23961	syntaphilin
26037_at	1.39e-02	6.02e-03	5.23786	signal-induced proliferation-associated 1 like 1
10087_at	1.39e-02	6.03e-03	5.23599	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
64800_at	1.39e-02	6.03e-03	5.23596	EF-hand calcium binding domain 6
3812_at	1.39e-02	6.03e-03	5.23538	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2
22865_at	1.39e-02	6.04e-03	5.23496	SLIT and NTRK-like family, member 3
5434_at	1.40e-02	6.05e-03	5.23265	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
54625_at	1.40e-02	6.06e-03	5.23169	poly (ADP-ribose) polymerase family, member 14
151827_at	1.40e-02	6.06e-03	5.23162	leucine rich repeat containing 34
11213_at	1.40e-02	6.06e-03	5.2308	interleukin-1 receptor-associated kinase 3
9819_at	1.40e-02	6.07e-03	5.23006	TSC22 domain family, member 2
100507206_at	1.40e-02	6.07e-03	5.22991	long intergenic non-protein coding RNA 943
147179_at	1.40e-02	6.07e-03	5.2297	WAS/WASL interacting protein family, member 2
54531_at	1.40e-02	6.07e-03	5.22897	mesoderm induction early response 1, family member 2
1401_at	1.40e-02	6.07e-03	5.22896	C-reactive protein, pentraxin-related
30850_at	1.40e-02	6.07e-03	5.22873	cerebellar degeneration-related protein 2-like
7106_at	1.40e-02	6.07e-03	5.22872	tetraspanin 4
5069_at	1.40e-02	6.08e-03	5.22828	pregnancy-associated plasma protein A, pappalysin 1
57061_at	1.40e-02	6.08e-03	5.22683	hydatidiform mole associated and imprinted (non-protein coding)
283999_at	1.40e-02	6.09e-03	5.22633	transmembrane protein 235
51385_at	1.40e-02	6.10e-03	5.22488	zinc finger protein 589
4340_at	1.40e-02	6.10e-03	5.2248	myelin oligodendrocyte glycoprotein
153562_at	1.40e-02	6.10e-03	5.22462	MARVEL domain containing 2
137695_at	1.40e-02	6.10e-03	5.22412	transmembrane protein 68
64854_at	1.41e-02	6.11e-03	5.2221	ubiquitin specific peptidase 46
642968_at	1.41e-02	6.13e-03	5.21968	family with sequence similarity 163, member B
56203_at	1.41e-02	6.14e-03	5.2171	leiomodin 3 (fetal)
894_at	1.41e-02	6.14e-03	5.21701	cyclin D2
100131303_at	1.41e-02	6.14e-03	5.21643	uncharacterized LOC100131303
3948_at	1.42e-02	6.17e-03	5.21233	lactate dehydrogenase C
101927498_at	1.42e-02	6.17e-03	5.21231	long intergenic non-protein coding RNA 1361
25791_at	1.42e-02	6.17e-03	5.21157	neuronal guanine nucleotide exchange factor
90864_at	1.42e-02	6.18e-03	5.21118	splA/ryanodine receptor domain and SOCS box containing 3
135892_at	1.42e-02	6.18e-03	5.2108	tripartite motif containing 50
89777_at	1.42e-02	6.18e-03	5.20994	serpin peptidase inhibitor, clade B (ovalbumin), member 12
84179_at	1.42e-02	6.18e-03	5.20966	major facilitator superfamily domain containing 7
57000_at	1.42e-02	6.18e-03	5.20963	GSN antisense RNA 1
128872_at	1.42e-02	6.19e-03	5.20912	high mobility group box 3 pseudogene 1
140809_at	1.42e-02	6.19e-03	5.20907	sulfiredoxin 1
101927623_at	1.42e-02	6.19e-03	5.20877	uncharacterized LOC101927623
100507557_at	1.42e-02	6.19e-03	5.20875	uncharacterized LOC100507557
54627_at	1.42e-02	6.19e-03	5.20859	microtubule-associated protein 10
374569_at	1.42e-02	6.19e-03	5.20831	asparaginase
2271_at	1.42e-02	6.20e-03	5.20782	fumarate hydratase
11138_at	1.42e-02	6.20e-03	5.20659	TBC1 domain family, member 8 (with GRAM domain)
1842_at	1.43e-02	6.21e-03	5.20497	extracellular matrix protein 2, female organ and adipocyte specific
128674_at	1.43e-02	6.22e-03	5.20384	prokineticin receptor 2
9442_at	1.43e-02	6.25e-03	5.19938	mediator complex subunit 27
928_at	1.43e-02	6.25e-03	5.19874	CD9 molecule
149047_at	1.44e-02	6.26e-03	5.1976	uncharacterized MGC27382
7072_at	1.44e-02	6.27e-03	5.19576	TIA1 cytotoxic granule-associated RNA binding protein
80179_at	1.44e-02	6.28e-03	5.19349	myosin XIX
64895_at	1.44e-02	6.28e-03	5.19341	poly(A) polymerase gamma
6699_at	1.44e-02	6.29e-03	5.19207	small proline-rich protein 1B
134145_at	1.44e-02	6.29e-03	5.19195	family with sequence similarity 173, member B
115286_at	1.44e-02	6.29e-03	5.19107	solute carrier family 25 (S-adenosylmethionine carrier), member 26
100132891_at	1.44e-02	6.30e-03	5.19101	MSC antisense RNA 1
5914_at	1.44e-02	6.30e-03	5.19042	retinoic acid receptor, alpha
25844_at	1.45e-02	6.31e-03	5.18889	Yip1 domain family, member 3
146547_at	1.45e-02	6.31e-03	5.1888	protease, serine, 36
286053_at	1.45e-02	6.31e-03	5.18877	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
66037_at	1.45e-02	6.31e-03	5.18864	boule-like RNA-binding protein
134510_at	1.45e-02	6.32e-03	5.18704	ubiquitin-like domain containing CTD phosphatase 1
55665_at	1.45e-02	6.33e-03	5.18596	upregulator of cell proliferation
10462_at	1.45e-02	6.34e-03	5.18439	C-type lectin domain family 10, member A
10634_at	1.45e-02	6.34e-03	5.18397	growth arrest-specific 2 like 1
100506465_at	1.45e-02	6.34e-03	5.18369	long intergenic non-protein coding RNA 1234
84996_at	1.45e-02	6.34e-03	5.18294	URB1 antisense RNA 1 (head to head)
51390_at	1.45e-02	6.35e-03	5.18187	androgen-induced 1
129685_at	1.46e-02	6.36e-03	5.18019	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa
100652931_at	1.46e-02	6.37e-03	5.17897	RNA binding motif protein, Y-linked, family 1, member A1 pseudogene
6691_at	1.46e-02	6.37e-03	5.17872	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)
129684_at	1.46e-02	6.37e-03	5.17792	contactin associated protein-like 5
5128_at	1.46e-02	6.38e-03	5.17738	cyclin-dependent kinase 17
128338_at	1.46e-02	6.38e-03	5.17677	DNA-damage regulated autophagy modulator 2
1848_at	1.46e-02	6.39e-03	5.17489	dual specificity phosphatase 6
414236_at	1.46e-02	6.40e-03	5.17339	chromosome 10 open reading frame 55
951_at	1.47e-02	6.41e-03	5.17163	CD37 molecule
10717_at	1.47e-02	6.42e-03	5.17084	adaptor-related protein complex 4, beta 1 subunit
3840_at	1.47e-02	6.42e-03	5.17076	karyopherin alpha 4 (importin alpha 3)
7639_at	1.47e-02	6.43e-03	5.16883	zinc finger protein 85
30848_at	1.47e-02	6.43e-03	5.16865	cancer/testis antigen 2
100272217_at	1.47e-02	6.43e-03	5.16816	uncharacterized LOC100272217
23654_at	1.47e-02	6.43e-03	5.1681	plexin B2
6183_at	1.47e-02	6.45e-03	5.16605	mitochondrial ribosomal protein S12
23509_at	1.47e-02	6.45e-03	5.16588	protein O-fucosyltransferase 1
1501_at	1.47e-02	6.45e-03	5.16543	catenin (cadherin-associated protein), delta 2
400120_at	1.47e-02	6.46e-03	5.16454	serine-rich and transmembrane domain containing 1
90843_at	1.48e-02	6.46e-03	5.16427	transcription elongation factor A (SII)-like 8
90871_at	1.48e-02	6.47e-03	5.16284	transmembrane protein 261
27120_at	1.48e-02	6.48e-03	5.16046	dickkopf-like 1
2101_at	1.48e-02	6.49e-03	5.15904	estrogen-related receptor alpha
10243_at	1.48e-02	6.49e-03	5.15893	gephyrin
8468_at	1.48e-02	6.50e-03	5.15776	FK506 binding protein 6, 36kDa
163702_at	1.48e-02	6.50e-03	5.15689	interferon, lambda receptor 1
23245_at	1.48e-02	6.51e-03	5.15643	astrotactin 2
28793_at	1.49e-02	6.51e-03	5.15588	immunoglobulin lambda variable 3-25
285973_at	1.49e-02	6.51e-03	5.15556	autophagy related 9B
1917_at	1.49e-02	6.51e-03	5.15536	eukaryotic translation elongation factor 1 alpha 2
9600_at	1.49e-02	6.51e-03	5.15509	phosphatidylinositol transfer protein, membrane-associated 1
338653_at	1.49e-02	6.52e-03	5.15436	KCNQ1 antisense RNA 1
27304_at	1.49e-02	6.53e-03	5.15335	molybdenum cofactor synthesis 3
79896_at	1.49e-02	6.53e-03	5.15296	threonine synthase-like 1
251_at	1.49e-02	6.53e-03	5.15221	alkaline phosphatase, placental-like 2
6871_at	1.49e-02	6.53e-03	5.1522	transcriptional adaptor 2A
27106_at	1.49e-02	6.54e-03	5.15157	arrestin domain containing 2
57146_at	1.49e-02	6.54e-03	5.1506	transmembrane protein 159
4438_at	1.49e-02	6.55e-03	5.14997	mutS homolog 4
54875_at	1.49e-02	6.55e-03	5.14865	centlein, centrosomal protein
9530_at	1.50e-02	6.56e-03	5.14748	BCL2-associated athanogene 4
127255_at	1.50e-02	6.58e-03	5.14517	leucine-rich repeats and IQ motif containing 3
3038_at	1.50e-02	6.58e-03	5.14495	hyaluronan synthase 3
22995_at	1.50e-02	6.58e-03	5.14425	centrosomal protein 152kDa
23503_at	1.50e-02	6.59e-03	5.14374	zinc finger, FYVE domain containing 26
100128782_at	1.50e-02	6.59e-03	5.14364	long intergenic non-protein coding RNA 476
79751_at	1.50e-02	6.59e-03	5.14351	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
3267_at	1.50e-02	6.59e-03	5.14326	ArfGAP with FG repeats 1
6710_at	1.50e-02	6.59e-03	5.1428	spectrin, beta, erythrocytic
440072_at	1.50e-02	6.59e-03	5.14264	long intergenic non-protein coding RNA 167
6892_at	1.50e-02	6.60e-03	5.14103	TAP binding protein (tapasin)
105375620_at	1.50e-02	6.61e-03	5.14016	basic salivary proline-rich protein 2-like
127_at	1.50e-02	6.61e-03	5.13911	alcohol dehydrogenase 4 (class II), pi polypeptide
84164_at	1.51e-02	6.62e-03	5.1387	activating signal cointegrator 1 complex subunit 2
11214_at	1.51e-02	6.62e-03	5.13867	A kinase (PRKA) anchor protein 13
63895_at	1.51e-02	6.62e-03	5.13836	piezo-type mechanosensitive ion channel component 2
83450_at	1.51e-02	6.62e-03	5.1379	leucine rich repeat containing 48
51364_at	1.51e-02	6.62e-03	5.13766	zinc finger, MYND-type containing 10
145858_at	1.51e-02	6.63e-03	5.13682	chromosome 15 open reading frame 32
138311_at	1.51e-02	6.64e-03	5.13538	family with sequence similarity 69, member B
3623_at	1.51e-02	6.64e-03	5.13482	inhibin, alpha
257203_at	1.51e-02	6.65e-03	5.1338	Down syndrome critical region 9 (non-protein coding)
101926903_at	1.51e-02	6.65e-03	5.13301	uncharacterized LOC101926903
92399_at	1.51e-02	6.65e-03	5.13298	mitochondrial ribosome recycling factor
29777_at	1.51e-02	6.67e-03	5.13067	activator of basal transcription 1
3603_at	1.51e-02	6.67e-03	5.13059	interleukin 16
100874032_at	1.52e-02	6.68e-03	5.12898	PRRT3 antisense RNA 1
55872_at	1.52e-02	6.68e-03	5.1287	PDZ binding kinase
114818_at	1.52e-02	6.68e-03	5.12842	kelch-like family member 29
126248_at	1.52e-02	6.68e-03	5.12811	WD repeat domain 88
400958_at	1.52e-02	6.69e-03	5.12758	uncharacterized LOC400958
8692_at	1.52e-02	6.70e-03	5.12513	hyaluronoglucosaminidase 2
84988_at	1.52e-02	6.71e-03	5.12436	protein phosphatase 1, regulatory subunit 16A
3123_at	1.52e-02	6.71e-03	5.12413	major histocompatibility complex, class II, DR beta 1
27079_at	1.52e-02	6.71e-03	5.12383	RNA pseudouridylate synthase domain containing 2
390595_at	1.52e-02	6.71e-03	5.12361	ubiquitin associated protein 1-like
85021_at	1.53e-02	6.72e-03	5.12215	RALBP1 associated Eps domain containing 1
23731_at	1.53e-02	6.72e-03	5.12183	transmembrane protein 245
57594_at	1.53e-02	6.73e-03	5.12104	homeobox and leucine zipper encoding
6569_at	1.53e-02	6.73e-03	5.12062	solute carrier family 34 (type II sodium/phosphate cotransporter), member 1
55323_at	1.53e-02	6.74e-03	5.12013	La ribonucleoprotein domain family, member 6
150051_at	1.53e-02	6.74e-03	5.1197	homeobox protein cut-like 1
282618_at	1.53e-02	6.74e-03	5.11954	interferon, lambda 1
90060_at	1.53e-02	6.75e-03	5.11809	coiled-coil domain containing 120
140701_at	1.53e-02	6.75e-03	5.11775	abhydrolase domain containing 16B
9701_at	1.53e-02	6.76e-03	5.11696	protein phosphatase 6, regulatory subunit 2
126259_at	1.53e-02	6.77e-03	5.1154	transmembrane and immunoglobulin domain containing 2
26151_at	1.53e-02	6.77e-03	5.1154	N-acetyltransferase 9 (GCN5-related, putative)
84131_at	1.53e-02	6.77e-03	5.11539	centrosomal protein 78kDa
25880_at	1.53e-02	6.77e-03	5.11503	transmembrane protein 186
147929_at	1.53e-02	6.77e-03	5.11442	zinc finger protein 565
137964_at	1.53e-02	6.77e-03	5.11402	glycerol-3-phosphate acyltransferase 4
23208_at	1.53e-02	6.78e-03	5.11361	synaptotagmin XI
51768_at	1.54e-02	6.78e-03	5.11309	transmembrane 7 superfamily member 3
151011_at	1.54e-02	6.78e-03	5.11294	septin 10
64928_at	1.54e-02	6.78e-03	5.11279	mitochondrial ribosomal protein L14
2710_at	1.54e-02	6.78e-03	5.11279	glycerol kinase
7940_at	1.54e-02	6.78e-03	5.11252	leukocyte specific transcript 1
3631_at	1.54e-02	6.81e-03	5.10921	inositol polyphosphate-4-phosphatase type I A
27231_at	1.54e-02	6.81e-03	5.10919	nicotinamide riboside kinase 2
101927870_at	1.54e-02	6.81e-03	5.10865	uncharacterized LOC101927870
55080_at	1.54e-02	6.81e-03	5.10822	TAP binding protein-like
282616_at	1.54e-02	6.82e-03	5.10741	interferon, lambda 2
56853_at	1.54e-02	6.82e-03	5.10741	CUGBP, Elav-like family member 4
101927640_at	1.54e-02	6.82e-03	5.10729	uncharacterized LOC101927640
55668_at	1.54e-02	6.83e-03	5.10613	G patch domain containing 2-like
400569_at	1.54e-02	6.83e-03	5.10555	mediator complex subunit 11
7739_at	1.55e-02	6.84e-03	5.10375	zinc finger protein 185 (LIM domain)
26873_at	1.55e-02	6.84e-03	5.10374	5-oxoprolinase (ATP-hydrolysing)
51166_at	1.55e-02	6.85e-03	5.10249	aminoadipate aminotransferase
6402_at	1.55e-02	6.85e-03	5.10175	selectin L
